"ID","Sexo","Edad","Fuma","Estatura","Colegio","Estrato","Financiacion","Acumulado","Gastos","Ingreso","Clases","Pandemia","Clases_virtuales","Estadistica","Inseguridad","vida_cotidiana","Puntaje"
"SB11201910040325","Masculino",20,"No","Media","Publico",2,"Otro",3.72,34,1.06,"Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo",46
"SB11201910040377","Masculino",19,"No","Baja","Publico",2,"Otro",4.02,49,1.65,"Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","De acuerdo",48
"SB11201910028130","Femenino",21,"No","Media","Publico",3,"Credito",3.8,34,1.34,"Virtual","De acuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","En desacuerdo","En desacuerdo",32
"SB11201910028118","Masculino",18,"No","Media","Publico",1,"Credito",3.4,43,1.45,"Presencial","De acuerdo","De acuerdo","Indeciso","Indeciso","En desacuerdo",77
"SB11201910040427","Masculino",18,"No","Baja","Publico",2,"Otro",2.62,39,1.3,"Virtual","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso","De acuerdo",72
"SB11201910021431","Masculino",20,"No","Media","Publico",3,"Otro",3.4,51,0.71,"Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","De acuerdo","Indeciso",60
"SB11201910021583","Masculino",20,"No","Media","Publico",1,"Otro",3.31,33,1.12,"Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo",69
"SB11201910021575","Masculino",22,"No","Baja","Publico",2,"Otro",3.86,58,1.95,"Virtual","De acuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo","Totalmente de acuerdo",65
"SB11201910021563","Masculino",20,"No","Baja","Publico",3,"Otro",3.79,52,0.74,"Virtual","En desacuerdo","De acuerdo","Indeciso","De acuerdo","De acuerdo",54
"SB11201910021333","Masculino",21,"No","Baja","Publico",3,"Otro",4.24,36,1.2,"Virtual","De acuerdo","En desacuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo",52
"SB11201910040389","Femenino",16,"No","Alta","Publico",3,"Credito",2.81,30,1.02,"Presencial","De acuerdo","Totalmente de acuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo",36
"SB11201910021568","Masculino",17,"Si","Media","Publico",3,"Credito",3.75,42,1.41,"Presencial","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",35
"SB11201910040468","Masculino",18,"No","Media","Publico",2,"Otro",3.41,47,0.59,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso",35
"SB11201910028127","Masculino",17,"Si","Baja","Publico",2,"Otro",3.5,49,1.65,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","Totalmente de acuerdo","Totalmente de acuerdo",34
"SB11201910040461","Masculino",19,"Si","Baja","Publico",3,"Otro",3.98,66,2.2,"Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",32
"SB11201910021562","Femenino",17,"Si","Media","Publico",3,"Otro",3.66,74,0.48,"Presencial","En desacuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo","Indeciso",28
"SB11201910021389","Masculino",20,"Si","Media","Publico",3,"Otro",4.02,84,2.8,"Presencial","De acuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso",28
"SB11201910021436","Femenino",17,"Si","Media","Publico",3,"Otro",2.84,35,1.17,"Virtual","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910040410","Femenino",19,"Si","Media","Publico",1,"Otro",3.56,35,1.18,"Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","Indeciso",28
"SB11201910021337","Masculino",20,"Si","Baja","Publico",3,"Otro",2.77,37,1.24,"Virtual","De acuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",26
"SB11201910040363","Femenino",18,"No","Media","Publico",2,"Otro",3.77,35,1.19,"Presencial","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo","De acuerdo",26
"SB11201910028134","Femenino",16,"No","Alta","Publico",2,"Credito",3.5,76,0.55,"Presencial","De acuerdo","De acuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo",25
"SB11201910040384","Masculino",21,"Si","Baja","Publico",2,"Otro",3.76,56,0.87,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","En desacuerdo","Totalmente de acuerdo",24
"SB11201910047904","Masculino",12,"Si","Media","Publico",1,"Otro",3.8,51,1.7,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo",24
"SB11201910040356","Masculino",22,"Si","Media","Publico",2,"Otro",4.02,76,2.56,"Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","Indeciso","Indeciso","Indeciso",24
"SB11201910040386","Femenino",18,"Si","Baja","Publico",3,"Otro",3.85,39,1.32,"Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo",22
"SB11201910021555","Masculino",21,"Si","Baja","Publico",3,"Otro",3.9,80,2.69,"Presencial","De acuerdo","En desacuerdo","De acuerdo","Indeciso","Totalmente de acuerdo",21
"SB11201910040400","Masculino",18,"Si","Media","Publico",2,"Otro",3.74,81,0.71,"Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso","Totalmente de acuerdo",27
"SB11201910040370","Masculino",21,"Si","Alta","Publico",2,"Credito",3.75,66,2.2,"Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Indeciso",19
"SB11201910040394","Masculino",16,"Si","Media","Publico",3,"Otro",3.79,49,0.64,"Presencial","De acuerdo","Totalmente de acuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo",18
"SB11201910040342","Masculino",17,"No","Media","Publico",3,"Otro",3.74,57,0.92,"Presencial","En desacuerdo","De acuerdo","Indeciso","De acuerdo","En desacuerdo",18
"SB11201910021564","Femenino",20,"Si","Alta","Publico",3,"Credito",3.81,49,0.66,"Presencial","En desacuerdo","En desacuerdo","Indeciso","De acuerdo","De acuerdo",17
"SB11201910028093","Masculino",20,"No","Media","Publico",1,"Otro",4.39,44,1.48,"Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","De acuerdo","Indeciso",17
"SB11201910028107","Masculino",19,"No","Media","Publico",2,"Otro",3.14,39,1.3,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente en desacuerdo",12
"SB11201910021356","Femenino",21,"No","Alta","Publico",3,"Credito",4.14,52,1.76,"Presencial","De acuerdo","Totalmente en desacuerdo","De acuerdo","Indeciso","De acuerdo",18
"SB11201910040393","Masculino",19,"No","Media","Publico",2,"Otro",3.67,58,1.95,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","Indeciso","De acuerdo",11
"SB11201910028155","Femenino",17,"No","Media","Publico",2,"Otro",3.68,34,1.16,"Presencial","De acuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo",9
"SB11201910028136","Femenino",21,"No","Media","Publico",3,"Otro",3.78,75,2.5,"Presencial","De acuerdo","De acuerdo","Indeciso","De acuerdo","En desacuerdo",30
"SB11201910021554","Masculino",18,"No","Baja","Publico",2,"Otro",3.47,62,2.08,"Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","De acuerdo",33
"SB11201910021558","Masculino",16,"No","Media","Publico",1,"Otro",3.95,68,2.29,"Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","De acuerdo","De acuerdo",32
"SB11201910040412","Femenino",17,"No","Media","Publico",2,"Otro",3.66,64,2.14,"Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","De acuerdo","De acuerdo",36
"SB11201910021336","Masculino",18,"No","Media","Publico",3,"Otro",3.23,70,2.03,"Presencial","De acuerdo","De acuerdo","Indeciso","En desacuerdo","De acuerdo",52
"SB11201910021557","Masculino",21,"No","Alta","Publico",2,"Otro",3.69,66,1.22,"Virtual","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo",9
"SB11201910028132","Femenino",18,"No","Media","Publico",2,"Otro",3.88,36,1.2,"Virtual","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",81
"SB11201910028097","Femenino",19,"No","Media","Publico",2,"Otro",3.2,68,2.29,"Presencial","En desacuerdo","Totalmente en desacuerdo","Indeciso","Totalmente de acuerdo","Totalmente de acuerdo",78
"SB11201910021386","Masculino",22,"No","Alta","Publico",2,"Otro",2.81,40,1.34,"Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso",77
"SB11201910040463","Masculino",19,"No","Media","Publico",2,"Otro",2.92,36,1.23,"Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","Indeciso","Totalmente en desacuerdo",70
"SB11201910021459","Masculino",17,"No","Media","Publico",2,"Otro",3.61,42,1.43,"Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","En desacuerdo","De acuerdo",68
"SB11201910021384","Masculino",17,"No","Alta","Publico",2,"Otro",2.98,48,1.63,"Presencial","En desacuerdo","Totalmente de acuerdo","De acuerdo","Indeciso","Indeciso",65
"SB11201910028096","Masculino",17,"No","Media","Publico",3,"Otro",3.22,38,1.28,"Presencial","Ni de acuerdo, ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Indeciso",54
"SB11201910040373","Femenino",17,"No","Media","Publico",3,"Otro",3.71,48,0.61,"Virtual","En desacuerdo","En desacuerdo","Indeciso","De acuerdo","De acuerdo",52
"SB11201910021584","Masculino",18,"No","Media","Publico",2,"Otro",3.55,42,1.41,"Presencial","En desacuerdo","De acuerdo","Indeciso","De acuerdo","En desacuerdo",36
"SB11201910021335","Masculino",20,"No","Media","Publico",3,"Otro",3.14,79,2,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo",35
"SB11201910021345","Masculino",17,"No","Media","Publico",2,"Otro",3.77,23,1.36,"Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","En desacuerdo","En desacuerdo",35
"SB11201910041019","Masculino",21,"No","Media","Publico",2,"Otro",3.4,47,1.58,"Presencial","Ni de acuerdo, ni en desacuerdo","En desacuerdo","Indeciso","De acuerdo","Indeciso",34
"SB11201910040326","Femenino",16,"No","Media","Publico",3,"Otro",2.45,44,1.47,"Virtual","De acuerdo","En desacuerdo","Indeciso","En desacuerdo","De acuerdo",30
"SB11201910021574","Femenino",17,"No","Media","Publico",2,"Otro",3.46,53,1.79,"Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","En desacuerdo","Indeciso",28
"SB11201910040343","Femenino",17,"No","Alta","Publico",2,"Otro",3.49,58,0.96,"Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","De acuerdo","En desacuerdo",28
"SB11201910040328","Femenino",21,"No","Media","Publico",3,"Otro",3.77,51,1.73,"Presencial","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910028099","Femenino",16,"No","Alta","Publico",3,"Otro",3.38,37,1.08,"Presencial","De acuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","Indeciso",28
"SB11201910040354","Femenino",21,"No","Alta","Publico",3,"Otro",3.88,63,2.13,"Virtual","De acuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente de acuerdo","En desacuerdo",26
"SB11201910040999","Masculino",18,"No","Media","Publico",2,"Otro",3.51,51,1.73,"Presencial","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo","De acuerdo",26
"SB11201910021406","Femenino",16,"No","Baja","Publico",2,"Otro",3.66,35,1.03,"Virtual","De acuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","De acuerdo",25
"SB11201910040346","Femenino",16,"No","Alta","Publico",2,"Otro",4.05,44,1.49,"Virtual","De acuerdo","De acuerdo","En desacuerdo","Totalmente de acuerdo","Indeciso",24
"SB11201910021578","Masculino",17,"No","Alta","Publico",2,"Otro",3.72,58,1.95,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Indeciso",24
"SB11201910040333","Femenino",21,"No","Baja","Publico",3,"Otro",3.33,86,0.88,"Virtual","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo",24
"SB11201910028104","Femenino",21,"Si","Baja","Publico",2,"Otro",3.54,51,0.71,"Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","De acuerdo",22
"SB11201910021372","Femenino",20,"No","Alta","Publico",3,"Otro",3.62,36,1.22,"Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Indeciso",20
"SB11201910028122","Masculino",21,"No","Baja","Publico",1,"Otro",3.93,49,0.66,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo",20
"SB11201910040335","Femenino",17,"No","Alta","Publico",2,"Otro",3.86,39,1.05,"Presencial","De acuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso","En desacuerdo",19
"SB11201910025245","Masculino",17,"No","Media","Publico",3,"Otro",3.79,62,2.07,"Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo",18
"SB11201910021409","Masculino",17,"Si","Baja","Publico",2,"Otro",3.65,88,0.96,"Presencial","En desacuerdo","Totalmente en desacuerdo","En desacuerdo","Totalmente de acuerdo","Indeciso",18
"SB11201910040327","Femenino",20,"No","Media","Publico",2,"Otro",4.2,52,0.74,"Presencial","De acuerdo","De acuerdo","Indeciso","Indeciso","En desacuerdo",17
"SB11201910021359","Femenino",20,"No","Alta","Publico",2,"Otro",3.92,36,1.2,"Virtual","De acuerdo","De acuerdo","Indeciso","De acuerdo","De acuerdo",17
"SB11201910040332","Femenino",17,"No","Alta","Publico",3,"Otro",3.96,46,0.55,"Presencial","Ni de acuerdo, ni en desacuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","Indeciso","Indeciso",12
"SB11201910040351","Masculino",18,"No","Alta","Publico",2,"Otro",3.42,75,0.51,"Presencial","De acuerdo","Totalmente en desacuerdo","En desacuerdo","De acuerdo","En desacuerdo",11
"SB11201910028103","Femenino",19,"No","Alta","Publico",2,"Otro",3.87,72,2.42,"Virtual","De acuerdo","Totalmente en desacuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Totalmente en desacuerdo",14
"SB11201910040345","Masculino",19,"No","Media","Publico",2,"Otro",4.09,34,1.16,"Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Totalmente de acuerdo",9
"SB11201910040341","Femenino",19,"No","Media","Publico",3,"Otro",3.79,51,0.72,"Presencial","De acuerdo","En desacuerdo","Indeciso","De acuerdo","De acuerdo",9
"SB11201910040392","Femenino",17,"No","Media","Publico",1,"Otro",3.64,60,2.03,"Presencial","De acuerdo","Totalmente en desacuerdo","De acuerdo","En desacuerdo","Totalmente en desacuerdo",42
"SB11201910040360","Femenino",21,"No","Media","Publico",2,"Otro",3.28,51,1.73,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo",43
"SB11201910040367","Masculino",22,"No","Alta","Publico",3,"Otro",3.32,50,1.67,"Virtual","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","Indeciso","En desacuerdo",17
"SB11201910040388","Femenino",18,"No","Alta","Publico",2,"Otro",2.55,48,1.63,"Presencial","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo","Indeciso",50
"SB11201910021346","Femenino",19,"No","Media","Publico",3,"Otro",4.31,35,1.19,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","Totalmente en desacuerdo","Totalmente en desacuerdo",9
"SB11201910040445","Femenino",20,"No","Media","Publico",1,"Otro",3.58,28,1.02,"Presencial","De acuerdo","En desacuerdo","Indeciso","Indeciso","Indeciso",1
"SB11201910040348","Masculino",18,"No","Baja","Publico",1,"Otro",3.65,42,1.47,"Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","Indeciso","Indeciso",77
"SB11201910028098","Femenino",20,"No","Media","Publico",3,"Otro",4.51,55,1.84,"Presencial","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",72
"SB11201910040368","Masculino",18,"No","Media","Publico",2,"Otro",4.14,42,1.42,"Presencial","En desacuerdo","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo",61
"SB11201910040385","Femenino",18,"No","Media","Publico",2,"Otro",3.78,84,0.82,"Virtual","De acuerdo","Ni de acuerdo, ni en desacuerdo","Indeciso","Indeciso","De acuerdo",69
"SB11201910040429","Femenino",18,"No","Media","Publico",3,"Otro",4.02,36,1.21,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","En desacuerdo","En desacuerdo",65
"SB11201910040361","Masculino",22,"No","Media","Publico",2,"Otro",3.27,39,1.33,"Virtual","En desacuerdo","De acuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo",54
"SB11201910041407","Femenino",19,"No","Baja","Publico",1,"Otro",3.74,56,2.02,"Presencial","De acuerdo","Totalmente en desacuerdo","Indeciso","Indeciso","De acuerdo",52
"SB11201910045933","Femenino",20,"No","Media","Publico",1,"Otro",4.28,55,1.84,"Presencial","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Indeciso",36
"SB11201910045809","Femenino",18,"No","Media","Publico",1,"Otro",3.99,38,1.15,"Presencial","De acuerdo","Ni de acuerdo, ni en desacuerdo","En desacuerdo","Indeciso","De acuerdo",35
"SB11201910045769","Femenino",22,"Si","Media","Publico",2,"Otro",4.2,61,2.05,"Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Indeciso","De acuerdo",35
"SB11201910045782","Femenino",19,"No","Media","Publico",1,"Otro",3.1,44,1.48,"Presencial","En desacuerdo","Totalmente en desacuerdo","De acuerdo","Indeciso","Indeciso",34
"SB11201910045984","Femenino",21,"Si","Media","Publico",1,"Otro",4.13,39,1.33,"Presencial","De acuerdo","Totalmente de acuerdo","Totalmente de acuerdo","De acuerdo","Indeciso",35
"SB11201910045820","Masculino",29,"Si","Media","Publico",1,"Otro",3.81,79,0.66,"Presencial","En desacuerdo","Totalmente de acuerdo","En desacuerdo","De acuerdo","De acuerdo",28
"SB11201910045777","Femenino",21,"Si","Media","Publico",1,"Otro",3.54,45,1.52,"Presencial","De acuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910046018","Masculino",16,"Si","Baja","Publico",1,"Otro",4.63,73,0.46,"Virtual","De acuerdo","Totalmente en desacuerdo","Totalmente de acuerdo","Totalmente en desacuerdo","Indeciso",29
"SB11201910060823","Femenino",21,"Si","Media","Publico",2,"Otro",3.5,46,1.56,"Presencial","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo",28
"SB11201910060979","Femenino",17,"Si","Alta","Publico",1,"Otro",3.89,80,2.69,"Presencial","De acuerdo","Totalmente en desacuerdo","En desacuerdo","De acuerdo","De acuerdo",27
"SB11201910060773","Femenino",18,"Si","Baja","Publico",3,"Otro",3.22,50,2,"Presencial","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo",26
"SB11201910062660","Femenino",21,"No","Baja","Publico",3,"Otro",4.03,36,1.2,"Virtual","En desacuerdo","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","Totalmente de acuerdo",25
"SB11201910062650","Femenino",21,"Si","Media","Publico",2,"Otro",3.95,67,2.25,"Virtual","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",24
"SB11201910060776","Femenino",19,"Si","Alta","Publico",3,"Otro",3.7,55,1.84,"Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente en desacuerdo","De acuerdo","De acuerdo","De acuerdo",23
"SB11201910040827","Femenino",19,"No","Media","Publico",3,"Otro",3.01,33,1.11,"Presencial","De acuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso","De acuerdo",24
"SB11201910041039","Masculino",18,"Si","Baja","Publico",3,"Otro",3.99,37,1.26,"Virtual","En desacuerdo","Totalmente de acuerdo","De acuerdo","En desacuerdo","Totalmente de acuerdo",29
"SB11201910040910","Femenino",19,"Si","Media","Publico",3,"Otro",3.85,35,1.18,"Presencial","De acuerdo","En desacuerdo","De acuerdo","Indeciso","Indeciso",21
"SB11201910060914","Femenino",17,"Si","Media","Publico",3,"Otro",4.04,33,1.12,"Virtual","De acuerdo","De acuerdo","Totalmente de acuerdo","Indeciso","De acuerdo",27
"SB11201910040869","Masculino",18,"No","Media","Publico",3,"Otro",4.15,62,2.42,"Presencial","En desacuerdo","De acuerdo","De acuerdo","Indeciso","En desacuerdo",19
"SB11201910040887","Masculino",17,"Si","Media","Publico",3,"Otro",3.9,41,1.39,"Presencial","Ni de acuerdo, ni en desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo",18
"SB11201910040981","Femenino",20,"No","Media","Publico",3,"Otro",3.64,40,1.36,"Presencial","De acuerdo","De acuerdo","Totalmente de acuerdo","En desacuerdo","Indeciso",15
"SB11201910040935","Femenino",19,"Si","Media","Publico",1,"Otro",4.42,53,2.11,"Virtual","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo",17
"SB11201910043103","Masculino",17,"Si","Media","Publico",1,"Otro",3.45,56,0.89,"Presencial","Ni de acuerdo, ni en desacuerdo","Totalmente de acuerdo","De acuerdo","Totalmente en desacuerdo","De acuerdo",19
